GNIS_ID,FIPS_CODE
1477177,13064
1477180,13208
1477182,13272
1477184,13400
1477185,13432
1477187,13448
1477188,13544
1477189,13640
1477190,13880
1477191,13896
1477192,13908
1477193,13957
1477194,14088
1477195,14705
1477196,14720
1477197,14765
1477199,16336
1477201,16432
1477202,16544
1477203,16630
1477204,16795
1477205,16928
1477207,17072
1477208,17136
1477209,17270
1477210,17600
1477211,17920
1477212,17936
1477213,17960
1477215,18048
1477217,18256
1477218,18368
1477219,18375
1477220,18768
1477222,19008
1477223,14446
1477224,19152
1477225,19216
1477226,19225
1477227,19385
1477228,19575
1477228,19575
1477229,19712
1477232,19868
1477233,20372
1477234,20416
1477235,20435
1477236,20464
1477237,20444
1477238,20576
1477239,20832
1477240,20880
1477241,20992
1477243,21065
1477244,21175
1477246,21335
1477247,21408
1477248,21440
1477249,21456
1477250,21525
1477251,21536
1477252,21968
1477253,21680
1477254,22004
1477255,22008
1477256,22012
1477257,22192
1477259,22240
1477260,22272
1477261,22390
1477262,22393
1477263,22455
1477264,22480
1477265,22555
1477267,22855
1477268,22864
1477269,22936
1477271,23105
1477272,23110
1477273,23328
1477274,23420
1477275,23430
1477276,23620
1477277,23568
1477278,23632
1477279,23640
1477280,23655
1477281,23664
1477282,23705
1477283,23815
1477284,23888
1477285,23904
1477287,24080
1477288,24535
1477289,24425
1477290,24816
1477291,24855
1477292,24944
1477293,25168
1477294,25216
1477295,25220
1477297,25248
1477297,25248
1477298,25350
1477299,25376
1477300,25472
1477302,25480
1477303,25504
1477304,25552
1477305,25600
1477306,25824
1477307,25840
1477308,25895
1477309,25935
1477310,25952
1477311,25975
1477312,26096
1477313,26176
1477314,26448
1477315,26908
1477316,27008
1477317,26944
1477320,27648
1477321,27750
1477322,27755
1477323,27792
1477324,27904
1477325,27984
1477326,28120
1477327,28064
1477328,28090
1477329,28032
1477330,28128
1477331,28016
1477332,28112
1477333,28490
1477334,28505
1477335,28960
1477337,29360
1477338,29380
1477339,29408
1477340,30384
1477341,30464
1477342,30480
1477343,30592
1477344,30780
1477346,30816
1477347,30864
1477348,30932
1477349,30938
1477350,30955
1477353,31040
1477354,31250
1477355,31392
1477356,31408
1477357,31670
1477358,31760
1477359,31776
1477360,31850
1477361,31820
1477362,31860
1477363,31888
1477366,31972
1477367,32048
1477368,32416
1477370,32424
1477371,32848
1477371,32848
1477372,32864
1477373,32920
1477374,33200
1477375,33344
1477376,33385
1477377,33392
1477378,33408
1477379,33480
1477381,33720
1477382,33724
1477383,33728
1477385,33904
1477387,34112
1477388,34144
1477389,34235
1477391,35085
1477392,35185
1477393,35288
1477395,35336
1477396,35368
1477397,35470
1477398,35600
1477399,35795
1477400,35850
1477401,36000
1477402,36056
1477403,36184
1477404,36312
1477405,36372
1477406,36376
1477407,36400
1477408,36415
1477409,36568
1477410,36632
1477410,36632
1477411,36770
1477412,36876
1477413,37075
1477414,37165
1477415,37464
1477416,37480
1477417,37608
1477418,37695
1477419,38000
1477420,38068
1477422,38270
1477423,38480
1477425,38584
1477426,38652
1477427,38680
1477428,38696
1477429,38760
1477430,38840
1477431,38936
1477432,39240
1477433,39608
1477434,39768
1477435,39864
1477436,39928
1477437,40072
1477438,40104
1477439,40136
1477440,40224
1477442,40360
1477443,40600
1477444,40680
1477445,40728
1477446,40920
1477449,41176
1477451,41208
1477452,41284
1477453,41320
1477454,41355
1477455,41452
1477456,41458
1477457,41528
1477458,41640
1477461,41875
1477462,42328
1477463,42590
1477464,42768
1477465,42824
1477466,43025
1477467,43040
1477468,43044
1477469,43304
1477471,43800
1477472,43816
1477473,44072
1477473,44072
1477474,44270
1477475,44275
1477476,44344
1477477,44376
1477478,44480
1477479,44495
1477481,44760
1477482,44920
1477483,45032
1477484,45144
1477485,45288
1477486,45336
1477487,45375
1477488,45485
1477489,45575
1477491,45720
1477492,46144
1477493,46148
1477494,46152
1477495,46200
1477496,46520
1477497,46552
1477498,46700
1477499,46845
1477500,46936
1477501,47048
1477502,47215
1477503,47400
1477504,47464
1477505,47576
1477505,47576
1477507,47608
1477508,47730
1477509,47995
1477510,48280
1477511,48568
1477512,48584
1477513,48685
1477514,48792
1477515,48984
1477516,49032
1477517,49112
1477518,49304
1477519,49384
1477520,49416
1477521,49528
1477524,49944
1477526,50465
1477527,48456
1477528,48476
1477529,50552
1477530,50564
1477531,50778
1477532,50792
1477533,51112
1477534,51160
1477535,51304
1477536,51400
1477537,51470
1477539,51608
1477540,51615
1477541,51598
1477542,51816
1477543,52108
1477544,52184
1477544,52184
1477545,52300
1477546,52568
1477547,52580
1477549,52640
1477550,52776
1477553,53037
1477556,53368
1477557,53884
1477558,53912
1477559,53944
1477560,53976
1477561,54052
1477562,54118
1477563,53816
1477564,54584
1477565,54616
1477566,54712
1477567,54728
1477568,54895
1477569,55120
1477570,55256
1477572,55352
1477573,55475
1477574,55496
1477575,55672
1477576,55838
1477577,56256
1477578,56480
1477579,57608
1477580,57640
1477581,57736
1477582,57784
1477583,57992
1477585,58115
1477587,58465
1477588,58328
1477589,58880
1477590,59096
1477591,59250
1477593,59368
1477594,59475
1477595,59585
1477596,59635
1477598,59880
1477599,60030
1477601,60060
1477602,60072
1477603,60184
1477604,60264
1477605,60360
1477606,60376
1477607,60385
1477608,60456
1477609,60498
1477611,60856
1477613,61256
1477614,61260
1477615,61416
1477617,61784
1477618,61810
1477619,61843
1477620,61928
1477621,61960
1477622,62065
1477623,62115
1477624,62216
1477625,62552
1477626,62616
1477627,62925
1477628,62968
1477629,62995
1477630,63016
1477631,63128
1477632,63224
1477633,63416
1477634,63490
1477636,63608
1477637,63630
1477638,63676
1477639,63684
1477641,63820
1477642,64080
1477643,64320
1477645,64372
1477646,64640
1477647,64672
1477648,64736
1477649,64832
1477650,64848
1477651,64918
1477652,65040
1477653,65072
1477654,65344
1477655,65370
1477656,65445
1477657,65488
1477657,65488
1477658,65560
1477659,65600
1477660,65616
1477661,65664
1477662,65904
1477663,65910
1477664,65936
1477665,66096
1477666,66164
1477667,66155
1477668,66230
1477669,66240
1477670,66128
1477671,66280
1477672,66284
1477673,66370
1477674,66400
1477675,66544
1477676,66576
1477677,66760
1477678,66768
1477679,66825
1477680,66848
1477681,66880
1477682,67075
1477683,67085
1477684,67192
1477685,67214
1477686,67368
1477687,67784
1477688,68224
1477689,68240
1477690,68340
1477691,68368
1477692,68520
1477693,68544
1477694,68560
1477696,68720
1477697,68745
1477698,68752
1477699,68795
1477700,69045
1477701,69136
1477702,69174
1477703,69160
1477704,69335
1477705,69435
1477707,69560
1477709,69720
1477710,69744
1477711,69890
1477712,69910
1477713,70128
1477714,70144
1477715,70280
1477716,70336
1477717,70400
1477719,70464
1477720,70544
1477721,70560
1477722,70665
1477722,70665
1477724,70768
1477725,70944
1477726,71056
1477727,71168
1477728,71205
1477729,71320
1477730,71360
1477731,71408
1477732,71415
1477733,71520
1477734,71595
1477736,87880
1477737,87936
1477738,88048
1477739,88080
1477741,88336
1477742,71605
1477743,71755
1477744,71865
1477745,71920
1477746,72016
1477747,72032
1477749,72288
1477750,72490
1477751,72496
1477752,72512
1477753,72518
1477754,72550
1477755,72576
1477757,72650
1477758,72784
1477759,72790
1477760,73015
1477761,73040
1477762,73050
1477763,73184
1477764,73216
1477765,73220
1477766,73344
1477767,73424
1477768,73456
1477769,73504
1477770,73520
1477771,73545
1477772,73648
1477773,74230
1477774,74240
1477776,74288
1477777,74368
1477778,74720
1477779,74800
1477779,74800
1477780,75088
1477781,75130
1477782,75296
1477783,75744
1477784,75904
1477785,75945
1477787,76304
1477788,76360
1477789,76364
1477790,76544
1477791,76624
1477792,76720
1477793,76710
1477794,76715
1477795,76896
1477797,77050
1477798,77184
1477799,77248
1477800,77280
1477801,77328
1477802,77380
1477803,77392
1477804,77430
1477805,77472
1477806,77575
1477807,77590
1477809,78496
1477811,78528
1477812,78640
1477813,78656
1477814,78758
1477815,78896
1477816,78928
1477817,79095
1477818,79110
1477819,79125
1477820,79175
1477821,79280
1477822,79408
1477823,79536
1477824,79552
1477825,79625
1477826,79718
1477827,79756
1477828,79988
1477829,80025
1477830,80064
1477831,80096
1477832,80208
1477834,80230
1477835,80240
1477836,80256
1477837,80320
1477838,80368
1477839,80520
1477840,80675
1477841,80745
1477842,80832
1477843,80976
1477844,81088
1477846,82240
1477847,82270
1477848,82336
1477850,82568
1477852,82572
1477854,82736
1477855,82905
1477856,82910
1477857,83024
1477858,83056
1477859,83104
1477861,83280
1477862,83408
1477864,83562
1477865,83865
1477866,84070
1477867,84080
1477868,84602
1477869,85040
1477870,85090
1477871,85312
1477872,85376
1477873,85472
1477874,85696
1477875,85728
1477876,85760
1477879,85904
1477880,86150
1477882,86512
1477883,86592
1477884,86665
1477885,86912
1477886,86928
1477887,86935
1477888,86944
1477889,86955
1477890,87024
1477891,87045
1477892,87056
1477893,87160
1477894,87264
1477897,87664
1477898,87808
1477899,87824
1477900,87856
1477903,03800
1477916,36712
1477928,66832
1477940,85360
1477941,86656
1477963,01416
1477977,47240
1478022,58120
1478067,48712
1478132,04110
1478146,04632
1478172,06056
1478180,06680
1478208,07368
1478219,07600
1478357,14232
1478382,16576
1478425,19264
1478447,20272
1478489,22416
1478509,23536
1478541,24870
1478543,24980
1478554,25720
1478599,28080
1478665,31625
1478746,36728
1478762,37592
1478771,37736
1478861,41168
1478885,42090
1478888,42456
1478893,42600
1478923,43784
1478959,45932
1478973,46047
1479003,47480
1479007,47672
1479009,47816
1479023,48664
1479035,49070
1479037,49288
1479086,51080
1479118,52850
1479181,54680
1479183,54824
1479208,56352
1479230,57928
1479231,57944
1479241,58248
1479285,60136
1479363,63768
1479387,64768
1479406,66172
1479427,67512
1479471,69248
1479476,69495
1479478,69552
1479488,69776
1479531,70016
1479550,70260
1479552,70505
1479565,70928
1479630,72795
1479651,74075
1479715,77988
1479716,77992
1479796,81240
1479814,82656
1479821,83125
1479840,83712
1479849,84656
1479901,86560
1479901,86560
1479904,86608
1479923,87376
1480091,99001
1480095,99009
1480097,99013
1480098,99015
1480107,99033
1480108,99035
1480109,99036
1480111,99041
1480118,99057
1480119,99059
1480120,99061
1480124,99069
1480126,99073
1480129,99079
1480132,99085
1480133,99087
1480135,99095
1480136,99097
1480137,99099
1480138,99101
1480139,99103
1480141,99107
1480145,99115
1480147,99119
1480150,99127
1480151,99131
1480152,99133
1480157,99143
1480160,99149
1480161,99153
1480164,99159
1480165,99161
1480166,99163
1480171,99175
1480172,99177
1480173,99179
1480174,99181
1480179,99193
1480182,99199
1481263,00325
1481274,01080
1481292,01240
1481294,01336
1481320,01832
1481331,02040
1481340,03135
1481353,03512
1481357,03576
1481364,03656
1481433,04125
1481444,04328
1481487,04920
1481491,04940
1481499,05280
1481590,05585
1481617,06280
1481619,06424
1481621,06570
1481633,06705
1481729,07395
1481840,07800
1481852,08168
1481874,08152
1481930,08520
1481931,08536
1481959,08930
1482047,10472
1482085,10696
1482231,12216
1482318,12910
1482338,13240
1482400,13932
1482424,14195
1482454,14888
1482458,15032
1482528,16592
1482575,17344
1482588,17540
1482589,17544
1482614,17952
1482663,18608
1482671,18752
1482710,19210
1482754,19744
1482775,19765
1482840,20320
1482857,20505
1482862,20538
1482864,20544
1482886,20858
1482904,21184
1483036,22688
1483084,23408
1483091,23552
1483150,23584
1483156,23680
1483171,23952
1483194,24224
1483217,24680
1483251,25115
1483265,25312
1483269,25328
1483301,25792
1483315,25984
1483355,27184
1483372,27255
1483380,27376
1483384,27488
1483421,27920
1483427,27968
1483451,28295
1483491,28896
1483549,29920
1483571,30192
1483573,30208
1483576,30215
1483619,30896
1483631,30950
1483656,31056
1483667,31376
1483687,31696
1483759,32320
1483820,32704
1483848,33440
1483849,33424
1483881,33856
1483910,34208
1483995,36008
1484011,36248
1484025,36328
1484047,36472
1484093,37090
1484144,37704
1484165,38152
1484166,38168
1484199,38380
1484310,39496
1484343,39912
1484347,29960
1484352,40000
1484357,40045
1484366,40168
1484369,40216
1484446,40968
1484521,41425
1484530,41624
1484584,42344
1484599,42488
1484611,42587
1484637,43070
1484639,43192
1484659,43805
1484669,44264
1484750,44648
1484836,45630
1484841,45665
1484862,45976
1484863,45992
1485029,46504
1485033,46655
1485034,46664
1485102,47185
1485116,47256
1485136,47720
1485155,48648
1485159,48735
1485162,48744
1485199,49700
1485232,50312
1485233,50328
1485236,50360
1485261,48056
1485274,48115
1485285,48184
1485293,48232
1485457,51880
1485520,52664
1485573,53800
1485585,53892
1485644,54138
1485645,54142
1485677,53528
1485797,54925
1485802,55048
1485816,55375
1485820,55400
1485852,55864
1485906,57352
1485908,57416
1485924,57688
1485924,57688
1485968,59160
1485969,59185
1485977,59330
1485990,59624
1485992,59672
1486006,59832
1486013,59928
1486022,60035
1486039,60280
1486071,60840
1486088,61048
1486121,61288
1486130,61470
1486137,61560
1486139,61720
1486173,61870
1486182,62000
1486188,62088
1486310,63560
1486350,63736
1486371,63832
1486433,64730
1486449,64928
1486491,65510
1486497,65584
1486508,65680
1486530,66010
1486531,66016
1486638,67600
1486711,68320
1486738,68480
1486758,68576
1486764,68760
1486771,68944
1486811,69424
1486817,69456
1486837,69696
1486894,70025
1486913,70096
1486913,70096
1486931,70240
1487004,71264
1487131,88400
1487145,88448
1487242,72522
1487251,72592
1487279,72800
1487349,73202
1487376,73312
1487415,73850
1487475,74864
1487517,75024
1487591,75632
1487603,75680
1487649,75968
1487663,76000
1487666,76232
1487667,76236
1487691,76448
1487726,76560
1487744,76985
1487766,77408
1487778,77600
1487886,78400
1487916,78720
1487929,78800
1487930,78864
1488126,80928
1488221,83785
1488223,83945
1488403,86384
1488428,87008
1488433,87168
1488446,87184
1488469,87280
1488574,22016
1488712,06344
1488870,05208
1488882,59528
1488909,04872
1488936,51885
1488970,99165
1491081,00292
1491082,11912
1491083,14440
1492075,39720
1492239,99111
1492359,99147
1492442,99037
1492445,00132
1492446,00212
1492448,00340
1492449,00532
1492450,00605
1492451,00650
1492452,00655
1492453,00692
1492454,00756
1492455,00765
1492456,01000
1492457,01030
1492458,01064
1492459,01128
1492460,01208
1492461,01215
1492463,01368
1492464,01432
1492465,01448
1492466,01464
1492467,01560
1492468,01752
1492470,01800
1492471,01852
1492472,01858
1492473,01896
1492474,01912
1492475,01928
1492476,01960
1492477,02020
1492479,02200
1492480,02232
1492481,02248
1492482,02350
1492483,03032
1492484,03064
1492485,03090
1492486,03128
1492487,03155
1492488,03160
1492489,03200
1492491,03235
1492492,03368
1492493,03375
1492494,03592
1492495,03608
1492496,03640
1492500,04065
1492501,04088
1492506,04175
1492507,04216
1492508,04280
1492509,04320
1492511,04392
1492512,04424
1492513,04440
1492514,04456
1492515,43352
1492516,04520
1492517,04530
1492518,04808
1492519,04856
1492520,04904
1492521,04936
1492522,04943
1492523,04984
1492524,05128
1492525,05155
1492526,05160
1492527,05176
1492528,05192
1492529,05200
1492530,05240
1492531,05352
1492532,05368
1492534,05416
1492536,05448
1492537,05496
1492538,05576
1492540,05656
1492541,05704
1492542,05768
1492543,05816
1492544,05928
1492545,06024
1492546,06184
1492547,06216
1492548,06232
1492549,06296
1492550,06488
1492551,06456
1492552,06600
1492553,06664
1492556,06792
1492558,06808
1492559,06824
1492561,06952
1492562,07085
1492562,07085
1492563,07090
1492564,07135
1492568,07208
1492569,07224
1492570,07240
1492571,07295
1492572,07400
1492575,07420
1492576,07496
1492577,07592
1492578,07715
1492587,07864
1492588,07928
1492589,07944
1492590,08040
1492591,08072
1492592,08104
1492593,08120
1492594,08236
1492596,08184
1492597,08187
1492602,08328
1492603,08376
1492604,08392
1492605,08472
1492606,08456
1492607,08488
1492608,08552
1492609,08584
1492610,08616
1492611,08670
1492612,08765
1492614,08840
1492615,08984
1492616,09032
1492617,09150
1492618,09080
1492619,09112
1492621,09352
1492625,09448
1492626,09464
1492627,09592
1492628,09656
1492630,09704
1492631,09720
1492632,09752
1492633,09816
1492634,09905
1492635,09944
1492636,10040
1492637,10056
1492638,10205
1492639,10232
1492640,10332
1492643,10392
1492644,10460
1492645,10488
1492646,10504
1492647,10536
1492648,10552
1492650,10648
1492652,10744
1492654,10755
1492659,10824
1492660,10845
1492661,10904
1492662,10920
1492663,10936
1492665,10984
1492666,11032
1492667,11064
1492668,11080
1492669,11096
1492670,11160
1492674,11384
1492675,11448
1492677,11608
1492679,11656
1492682,11825
1492683,11848
1492684,11855
1492686,11880
1492688,11976
1492691,12072
1492692,12136
1492693,12200
1492694,12264
1492695,12312
1492696,06152
1492697,12376
1492698,12380
1492699,12408
1492700,12415
1492702,12600
1492703,12675
1492704,12712
1492705,12728
1492706,12744
1492707,12808
1492708,12860
1492709,12865
1492710,12904
1492711,12920
1492712,12952
1492713,12960
1492714,13016
1492716,13085
1492717,13144
1492718,13160
1492719,13176
1492721,13304
1492722,13325
1492723,13368
1492724,13384
1492725,13496
1492726,13528
1492727,13560
1492729,13624
1492730,13736
1492731,13800
1492732,13816
1492733,13855
1492734,13900
1492735,13938
1492736,14008
1492736,14008
1492738,14175
1492739,14360
1492740,14488
1492742,14632
1492743,14696
1492744,14808
1492746,14872
1492747,15112
1492748,15165
1492749,15192
1492752,16016
1492753,16064
1492754,16096
1492755,16240
1492756,16304
1492757,16288
1492759,16416
1492760,16505
1492764,16512
1492765,16528
1492766,16640
1492767,16656
1492768,16688
1492768,16688
1492769,16736
1492770,16790
1492771,16864
1492772,16885
1492773,16992
1492773,16992
1492774,17104
1492775,17145
1492776,17216
1492777,17248
1492778,17280
1492780,17440
1492781,17424
1492782,17470
1492783,17520
1492784,17572
1492785,17648
1492786,17712
1492787,17696
1492788,17776
1492790,18080
1492792,18208
1492793,18282
1492794,18288
1492795,18592
1492796,18624
1492797,18640
1492798,18672
1492799,18704
1492800,18832
1492801,18944
1492802,18950
1492804,19020
1492805,19072
1492807,19145
1492808,19296
1492809,19424
1492810,19632
1492811,19680
1492812,19685
1492813,19696
1492814,19792
1492815,19835
1492816,19860
1492817,19864
1492818,19888
1492819,19904
1492820,19984
1492822,20064
1492823,20144
1492824,20160
1492825,20240
1492826,20256
1492827,20437
1492828,20560
1492829,20720
1492830,20736
1492831,20976
1492833,21120
1492834,21104
1492835,21152
1492836,21280
1492837,21344
1492838,21360
1492839,21488
1492840,21520
1492844,21648
1492845,21712
1492846,21664
1492847,21720
1492850,21765
1492851,21792
1492852,21776
1492853,21824
1492854,21845
1492855,21872
1492856,21888
1492857,22032
1492858,22000
1492859,22025
1492860,22048
1492861,22064
1492862,22160
1492863,22176
1492864,22224
1492866,22320
1492867,22544
1492868,22560
1492869,22640
1492870,22704
1492871,22800
1492873,22928
1492874,23088
1492875,23095
1492876,23120
1492877,23184
1492878,23248
1492878,23248
1492880,23445
1492881,23456
1492882,23488
1492883,23524
1492884,23528
1492885,23616
1492886,23648
1492887,23696
1492888,23712
1492889,23770
1492890,23968
1492891,24016
1492892,24070
1492893,24112
1492894,24200
1492895,24464
1492896,24635
1492897,24768
1492898,24912
1492899,25030
1492900,25040
1492901,25072
1492903,25110
1492904,25120
1492905,25152
1492906,25180
1492907,25190
1492908,25225
1492909,25232
1492910,25344
1492912,25430
1492914,25880
1492915,26040
1492916,26048
1492917,26400
1492918,26672
1492919,26695
1492920,26918
1492921,26570
1492922,26580
1492923,26656
1492924,26704
1492925,26752
1492926,27015
1492927,27065
1492928,27175
1492930,27232
1492932,27408
1492933,27470
1492935,27632
1492936,27640
1492937,27695
1492938,27760
1492939,27840
1492941,28215
1492942,28280
1492943,28310
1492944,28358
1492946,28432
1492949,28520
1492950,28560
1492952,28576
1492953,28665
1492955,28736
1492958,28995
1492959,29030
1492961,29060
1492962,29090
1492964,29097
1492965,29100
1492967,29148
1492968,29175
1492969,29260
1492970,29270
1492971,29273
1492972,29275
1492974,29520
1492975,29552
1492976,29760
1492977,29872
1492978,29936
1492979,29956
1492979,29956
1492980,29964
1492984,30096
1492985,30352
1492986,30425
1492990,30535
1492991,30550
1492993,30624
1492994,30656
1492996,30912
1492998,30992
1493001,31172
1493002,31285
1493003,31312
1493004,31504
1493005,31225
1493006,31232
1493007,31575
1493008,31616
1493011,31792
1493013,32192
1493014,32256
1493015,32272
1493018,32330
1493019,32336
1493021,32345
1493023,32440
1493024,32455
1493025,32505
1493026,32512
1493027,32530
1493028,32570
1493029,32800
1493030,32912
1493033,32730
1493034,32736
1493036,32960
1493037,32975
1493038,33015
1493039,33072
1493040,33240
1493041,33280
1493042,33360
1493043,33584
1493044,33616
1493045,33625
1493047,33680
1493048,33760
1493051,34032
1493052,34224
1493055,35496
1493056,35544
1493057,35592
1493059,35752
1493061,35816
1493062,35855
1493063,35896
1493064,35912
1493065,35960
1493066,36024
1493067,36080
1493069,36232
1493070,36290
1493070,36290
1493071,36368
1493072,36408
1493073,36488
1493075,36510
1493076,36688
1493077,36720
1493079,36820
1493080,36824
1493082,36884
1493086,37100
1493087,37280
1493088,37192
1493089,37496
1493090,37656
1493091,37672
1493092,37745
1493093,37760
1493094,37864
1493095,37832
1493096,38050
1493097,38032
1493098,38060
1493099,38104
1493100,38120
1493101,38136
1493102,38145
1493103,38200
1493104,38238
1493105,38264
1493106,38370
1493108,38472
1493113,38744
1493114,38785
1493115,38920
1493117,39016
1493118,39064
1493120,39360
1493121,39375
1493122,39416
1493123,39432
1493124,39704
1493125,39960
1493126,39985
1493127,40024
1493128,40008
1493130,40248
1493132,40290
1493133,40385
1493134,40400
